"","Primkey","ID","SubID","Location","Side_A","Side_B","Incompability","Territory","Begin","End","Intensity","Type","Startdate","Startprecision","Startdate2","Startprecision2","COW_A","COW_B","COW_location","Continent","Lat","Lon","Radius","Version"
"143.2",157001957,1570,0,"Cameroon","France","UPC",1,"Cameroon",1957,1960,1,1,"01-Sep-57",3,"01-Sep-57",3,"220","","471",4,4,11,150,1.1
"143.3",157001957,1570,0,"Cameroon","France","UPC",1,"Cameroon",1957,1960,1,1,"01-Sep-57",3,"01-Sep-57",3,"220","","471",4,4,11,150,1.1
"144",158001957,1580,0,"Honduras - Nicaragua","Honduras","Nicaragua",1,"Common Border",1957,1957,1,2,"01-May-57",1,"01-May-57",1,"91","93","91,93",5,15,-85,200,1.1
"145",159001957,1590,0,"Mauritania","France, Spain","National Liberation Army",1,"Morocco/Mauritania",1957,1958,1,1,"12-Jan-57",2,"12-Jan-57",2,"220,230","","435",4,29,-10,300,1.1
"145.1",159001957,1590,0,"Mauritania","France, Spain","National Liberation Army",1,"Morocco/Mauritania",1957,1958,1,1,"12-Jan-57",2,"12-Jan-57",2,"220,230","","435",4,29,-10,300,1.1
"146",160001957,1600,0,"Morocco/Spanish territories","Spain, France","National Liberation Army",1,"Morocco/Spanish territories",1957,1957,1,1,"23-Nov-57",2,"23-Nov-57",2,"230,220","","600",4,29,-10,200,1.1
"147",161001957,1610,0,"Oman","Muscat and Oman, United Kingdom","State of Oman/Free Oman",1,"Oman",1957,1957,1,4,"01-Jul-57",3,"01-Jul-57",3,"698,200","","698",2,23,57.5,150,1.1
"148",162001958,1620,0,"Iraq","Iraq","Military faction",2,"",1958,1958,1,3,"14-Jul-58",1,"14-Jul-58",1,"645","","645",2,33.35,44.38,50,1.1
"149",162001959,1620,0,"Iraq","Iraq","Nationalists",2,"",1959,1959,1,3,"08-Mar-59",1,"08-Mar-59",1,"645","","645",2,36.33,43.13,50,1.1
"150",162001963,1620,0,"Iraq","Iraq","Military faction",2,"",1963,1963,1,3,"18-Nov-63",1,"18-Nov-63",1,"645","","645",2,33,44,550,1.1
"151",162011982,1620,1,"Iraq","Iraq","SAIRI",2,"",1982,1984,1,3,"01-Aug-82",1,"01-Aug-82",1,"645","","645",2,31,46,250,1.1
"151.1",162011982,1620,1,"Iraq","Iraq","SAIRI",2,"",1982,1984,1,3,"01-Aug-82",1,"01-Aug-82",1,"645","","645",2,31,46,250,1.1
"151.2",162011982,1620,1,"Iraq","Iraq","SAIRI",2,"",1982,1984,1,3,"01-Aug-82",1,"01-Aug-82",1,"645","","645",2,31,46,250,1.1
"152",162011987,1620,1,"Iraq","Iraq","SAIRI",2,"",1987,1987,1,3,"01-Aug-82",1,"01-Aug-82",1,"645","","645",2,31,46,250,1.1
"153",162011991,1620,1,"Iraq","Iraq","SAIRI",2,"",1991,1991,3,3,"01-Aug-82",1,"01-Aug-82",1,"645","","645",2,31,46,250,1.1
"154",162011992,1620,1,"Iraq","Iraq","SAIRI",2,"",1992,1996,2,3,"01-Aug-82",1,"01-Aug-82",1,"645","","645",2,31,46,250,1.1
"154.1",162011992,1620,1,"Iraq","Iraq","SAIRI",2,"",1992,1996,2,3,"01-Aug-82",1,"01-Aug-82",1,"645","","645",2,31,46,250,1.1
"154.2",162011992,1620,1,"Iraq","Iraq","SAIRI",2,"",1992,1996,2,3,"01-Aug-82",1,"01-Aug-82",1,"645","","645",2,31,46,250,1.1
"154.3",162011992,1620,1,"Iraq","Iraq","SAIRI",2,"",1992,1996,2,3,"01-Aug-82",1,"01-Aug-82",1,"645","","645",2,31,46,250,1.1
"154.4",162011992,1620,1,"Iraq","Iraq","SAIRI",2,"",1992,1996,2,3,"01-Aug-82",1,"01-Aug-82",1,"645","","645",2,31,46,250,1.1
"155",163001958,1630,0,"Lebanon","Lebanon","Independent Nasserite Movement /Mourabitoun militia",2,"",1958,1958,3,3,"15-May-58",2,"15-May-58",2,"660","","660",2,33.5,35.5,50,1.1
"156",163011975,1630,1,"Lebanon","Lebanon","Various organizations, Syria, Israel",2,"",1975,1975,1,4,"13-Apr-75",1,"13-Apr-75",1,"660","652,666","660",2,33.5,35.5,50,1.1
"157",163011976,1630,1,"Lebanon","Lebanon","Various organizations, Syria, Israel",2,"",1976,1976,3,4,"13-Apr-75",1,"13-Apr-75",1,"660","652,666","660",2,33.5,35.5,50,1.1
"158",163011977,1630,1,"Lebanon","Lebanon","Various organizations, Syria, Israel",2,"",1977,1979,2,4,"13-Apr-75",1,"13-Apr-75",1,"660","652,666","660",2,33.5,35.5,50,1.1
"158.1",163011977,1630,1,"Lebanon","Lebanon","Various organizations, Syria, Israel",2,"",1977,1979,2,4,"13-Apr-75",1,"13-Apr-75",1,"660","652,666","660",2,33.5,35.5,50,1.1
"158.2",163011977,1630,1,"Lebanon","Lebanon","Various organizations, Syria, Israel",2,"",1977,1979,2,4,"13-Apr-75",1,"13-Apr-75",1,"660","652,666","660",2,33.5,35.5,50,1.1
"159",163011980,1630,1,"Lebanon","Lebanon","Various organizations, Syria, Israel",2,"",1980,1982,3,4,"13-Apr-75",1,"13-Apr-75",1,"660","652,666","660",2,33.5,35.5,50,1.1
"159.1",163011980,1630,1,"Lebanon","Lebanon","Various organizations, Syria, Israel",2,"",1980,1982,3,4,"13-Apr-75",1,"13-Apr-75",1,"660","652,666","660",2,33.5,35.5,50,1.1
"159.2",163011980,1630,1,"Lebanon","Lebanon","Various organizations, Syria, Israel",2,"",1980,1982,3,4,"13-Apr-75",1,"13-Apr-75",1,"660","652,666","660",2,33.5,35.5,50,1.1
"160",163011983,1630,1,"Lebanon","Lebanon","Various organizations, Syria, Israel",2,"",1983,1988,2,4,"13-Apr-75",1,"13-Apr-75",1,"660","652,666","660",2,33.5,35.5,50,1.1
"160.1",163011983,1630,1,"Lebanon","Lebanon","Various organizations, Syria, Israel",2,"",1983,1988,2,4,"13-Apr-75",1,"13-Apr-75",1,"660","652,666","660",2,33.5,35.5,50,1.1
"160.2",163011983,1630,1,"Lebanon","Lebanon","Various organizations, Syria, Israel",2,"",1983,1988,2,4,"13-Apr-75",1,"13-Apr-75",1,"660","652,666","660",2,33.5,35.5,50,1.1
"160.3",163011983,1630,1,"Lebanon","Lebanon","Various organizations, Syria, Israel",2,"",1983,1988,2,4,"13-Apr-75",1,"13-Apr-75",1,"660","652,666","660",2,33.5,35.5,50,1.1
"160.4",163011983,1630,1,"Lebanon","Lebanon","Various organizations, Syria, Israel",2,"",1983,1988,2,4,"13-Apr-75",1,"13-Apr-75",1,"660","652,666","660",2,33.5,35.5,50,1.1
"160.5",163011983,1630,1,"Lebanon","Lebanon","Various organizations, Syria, Israel",2,"",1983,1988,2,4,"13-Apr-75",1,"13-Apr-75",1,"660","652,666","660",2,33.5,35.5,50,1.1
"161",163011989,1630,1,"Lebanon","Lebanon","Various organizations, Syria, Israel",2,"",1989,1990,3,4,"13-Apr-75",1,"13-Apr-75",1,"660","652,666","660",2,33.5,35.5,50,1.1
"161.1",163011989,1630,1,"Lebanon","Lebanon","Various organizations, Syria, Israel",2,"",1989,1990,3,4,"13-Apr-75",1,"13-Apr-75",1,"660","652,666","660",2,33.5,35.5,50,1.1
"162",164001958,1640,0,"Malaysia","Malaysia, UK","Communist Party of Malaya",2,"",1958,1960,1,4,"31-Aug-57",2,"01-Jan-58",11,"820,200","","820",3,4.5,102,200,1.1
"162.1",164001958,1640,0,"Malaysia","Malaysia, UK","Communist Party of Malaya",2,"",1958,1960,1,4,"31-Aug-57",2,"01-Jan-58",11,"820,200","","820",3,4.5,102,200,1.1
"162.2",164001958,1640,0,"Malaysia","Malaysia, UK","Communist Party of Malaya",2,"",1958,1960,1,4,"31-Aug-57",2,"01-Jan-58",11,"820,200","","820",3,4.5,102,200,1.1
"163",164011974,1640,1,"Malaysia","Malaysia","CPM",2,"",1974,1975,1,3,"31-Aug-57",2,"01-Jan-58",11,"820","","820",3,4.5,102,200,1.1
"163.1",164011974,1640,1,"Malaysia","Malaysia","CPM",2,"",1974,1975,1,3,"31-Aug-57",2,"01-Jan-58",11,"820","","820",3,4.5,102,200,1.1
"164",164011981,1640,1,"Malaysia","Malaysia","CPM",2,"",1981,1981,1,3,"31-Aug-57",2,"01-Jan-58",11,"820","","820",3,4.5,102,200,1.1
"165",165001959,1650,0,"Laos","Laos","Pathet Lao, Neutrals",2,"",1959,1959,3,3,"12-Nov-59",1,"12-Nov-59",1,"812","","812",3,18,104,600,1.1
"166",165011960,1650,1,"Laos","Laos, Thailand","Pathet Lao, Neutrals",2,"",1960,1961,3,4,"12-Nov-59",1,"12-Nov-59",1,"812,800","","812",3,18,104,600,1.1
"166.1",165011960,1650,1,"Laos","Laos, Thailand","Pathet Lao, Neutrals",2,"",1960,1961,3,4,"12-Nov-59",1,"12-Nov-59",1,"812,800","","812",3,18,104,600,1.1
"167",165011963,1650,1,"Laos","Laos, USA, South Vietnam","Pathet Lao, North Vietnam",2,"",1963,1968,3,4,"01-Apr-62",3,"01-Jan-63",11,"812,2,817","816","812",3,18,104,600,1.1
"167.1",165011963,1650,1,"Laos","Laos, USA, South Vietnam","Pathet Lao, North Vietnam",2,"",1963,1968,3,4,"01-Apr-62",3,"01-Jan-63",11,"812,2,817","816","812",3,18,104,600,1.1
"167.2",165011963,1650,1,"Laos","Laos, USA, South Vietnam","Pathet Lao, North Vietnam",2,"",1963,1968,3,4,"01-Apr-62",3,"01-Jan-63",11,"812,2,817","816","812",3,18,104,600,1.1
"167.3",165011963,1650,1,"Laos","Laos, USA, South Vietnam","Pathet Lao, North Vietnam",2,"",1963,1968,3,4,"01-Apr-62",3,"01-Jan-63",11,"812,2,817","816","812",3,18,104,600,1.1
"167.4",165011963,1650,1,"Laos","Laos, USA, South Vietnam","Pathet Lao, North Vietnam",2,"",1963,1968,3,4,"01-Apr-62",3,"01-Jan-63",11,"812,2,817","816","812",3,18,104,600,1.1
"167.5",165011963,1650,1,"Laos","Laos, USA, South Vietnam","Pathet Lao, North Vietnam",2,"",1963,1968,3,4,"01-Apr-62",3,"01-Jan-63",11,"812,2,817","816","812",3,18,104,600,1.1
"168",165011969,1650,1,"Laos","Laos, USA, South Vietnam, Thailand","Pathet Lao, North Vietnam",2,"",1969,1969,3,4,"01-Apr-62",3,"01-Jan-63",11,"812,2,817,800","816","812",3,18,104,600,1.1
"169",165011970,1650,1,"Laos","Laos, USA, South Vietnam","Pathet Lao, North Vietnam",2,"",1970,1973,3,4,"01-Apr-62",3,"01-Jan-63",11,"812,2,817","816","812",3,18,104,600,1.1
"169.1",165011970,1650,1,"Laos","Laos, USA, South Vietnam","Pathet Lao, North Vietnam",2,"",1970,1973,3,4,"01-Apr-62",3,"01-Jan-63",11,"812,2,817","816","812",3,18,104,600,1.1
"169.2",165011970,1650,1,"Laos","Laos, USA, South Vietnam","Pathet Lao, North Vietnam",2,"",1970,1973,3,4,"01-Apr-62",3,"01-Jan-63",11,"812,2,817","816","812",3,18,104,600,1.1
"169.3",165011970,1650,1,"Laos","Laos, USA, South Vietnam","Pathet Lao, North Vietnam",2,"",1970,1973,3,4,"01-Apr-62",3,"01-Jan-63",11,"812,2,817","816","812",3,18,104,600,1.1
"170",165021989,1650,2,"Laos","Laos","ULNLF",2,"",1989,1990,2,3,"01-Jan-89",7,"01-Jan-89",7,"812","","812",3,20,103,300,1.1
"170.1",165021989,1650,2,"Laos","Laos","ULNLF",2,"",1989,1990,2,3,"01-Jan-89",7,"01-Jan-89",7,"812","","812",3,20,103,300,1.1
"171",166001960,1660,0,"Angola","Portugal","MPLA, FNLA, UNITA, Cuba, South Africa, Zaire",1,"Angola",1960,1965,1,1,"04-Feb-61",1,"04-Feb-61",1,"235","40,560,490","540",4,-8,15,300,1.1
"171.1",166001960,1660,0,"Angola","Portugal","MPLA, FNLA, UNITA, Cuba, South Africa, Zaire",1,"Angola",1960,1965,1,1,"04-Feb-61",1,"04-Feb-61",1,"235","40,560,490","540",4,-8,15,300,1.1
"171.2",166001960,1660,0,"Angola","Portugal","MPLA, FNLA, UNITA, Cuba, South Africa, Zaire",1,"Angola",1960,1965,1,1,"04-Feb-61",1,"04-Feb-61",1,"235","40,560,490","540",4,-8,15,300,1.1
"171.3",166001960,1660,0,"Angola","Portugal","MPLA, FNLA, UNITA, Cuba, South Africa, Zaire",1,"Angola",1960,1965,1,1,"04-Feb-61",1,"04-Feb-61",1,"235","40,560,490","540",4,-8,15,300,1.1
"171.4",166001960,1660,0,"Angola","Portugal","MPLA, FNLA, UNITA, Cuba, South Africa, Zaire",1,"Angola",1960,1965,1,1,"04-Feb-61",1,"04-Feb-61",1,"235","40,560,490","540",4,-8,15,300,1.1
"171.5",166001960,1660,0,"Angola","Portugal","MPLA, FNLA, UNITA, Cuba, South Africa, Zaire",1,"Angola",1960,1965,1,1,"04-Feb-61",1,"04-Feb-61",1,"235","40,560,490","540",4,-8,15,300,1.1
"172",166001966,1660,0,"Angola","Portugal","MPLA, FNLA, UNITA, Cuba, South Africa, Zaire",1,"Angola",1966,1974,2,1,"04-Feb-61",1,"04-Feb-61",1,"235","40,560,490","540",4,-11,18,800,1.1
"172.1",166001966,1660,0,"Angola","Portugal","MPLA, FNLA, UNITA, Cuba, South Africa, Zaire",1,"Angola",1966,1974,2,1,"04-Feb-61",1,"04-Feb-61",1,"235","40,560,490","540",4,-11,18,800,1.1
"172.2",166001966,1660,0,"Angola","Portugal","MPLA, FNLA, UNITA, Cuba, South Africa, Zaire",1,"Angola",1966,1974,2,1,"04-Feb-61",1,"04-Feb-61",1,"235","40,560,490","540",4,-11,18,800,1.1
"172.3",166001966,1660,0,"Angola","Portugal","MPLA, FNLA, UNITA, Cuba, South Africa, Zaire",1,"Angola",1966,1974,2,1,"04-Feb-61",1,"04-Feb-61",1,"235","40,560,490","540",4,-11,18,800,1.1
"172.4",166001966,1660,0,"Angola","Portugal","MPLA, FNLA, UNITA, Cuba, South Africa, Zaire",1,"Angola",1966,1974,2,1,"04-Feb-61",1,"04-Feb-61",1,"235","40,560,490","540",4,-11,18,800,1.1
"172.5",166001966,1660,0,"Angola","Portugal","MPLA, FNLA, UNITA, Cuba, South Africa, Zaire",1,"Angola",1966,1974,2,1,"04-Feb-61",1,"04-Feb-61",1,"235","40,560,490","540",4,-11,18,800,1.1
"172.6",166001966,1660,0,"Angola","Portugal","MPLA, FNLA, UNITA, Cuba, South Africa, Zaire",1,"Angola",1966,1974,2,1,"04-Feb-61",1,"04-Feb-61",1,"235","40,560,490","540",4,-11,18,800,1.1
"172.7",166001966,1660,0,"Angola","Portugal","MPLA, FNLA, UNITA, Cuba, South Africa, Zaire",1,"Angola",1966,1974,2,1,"04-Feb-61",1,"04-Feb-61",1,"235","40,560,490","540",4,-11,18,800,1.1
"172.8",166001966,1660,0,"Angola","Portugal","MPLA, FNLA, UNITA, Cuba, South Africa, Zaire",1,"Angola",1966,1974,2,1,"04-Feb-61",1,"04-Feb-61",1,"235","40,560,490","540",4,-11,18,800,1.1
"173",167001960,1670,0,"Burma","Burma","SSA and SSIA",1,"Shan",1960,1963,1,3,"01-Jan-60",6,"01-Jan-60",6,"775","","775",3,22,98,250,1.1
"173.1",167001960,1670,0,"Burma","Burma","SSA and SSIA",1,"Shan",1960,1963,1,3,"01-Jan-60",6,"01-Jan-60",6,"775","","775",3,22,98,250,1.1
"173.2",167001960,1670,0,"Burma","Burma","SSA and SSIA",1,"Shan",1960,1963,1,3,"01-Jan-60",6,"01-Jan-60",6,"775","","775",3,22,98,250,1.1
"173.3",167001960,1670,0,"Burma","Burma","SSA and SSIA",1,"Shan",1960,1963,1,3,"01-Jan-60",6,"01-Jan-60",6,"775","","775",3,22,98,250,1.1
"174",167001964,1670,0,"Burma","Burma","SSA and SSIA",1,"Shan",1964,1970,3,3,"01-Jan-60",6,"01-Jan-60",6,"775","","775",3,22,98,250,1.1
"174.1",167001964,1670,0,"Burma","Burma","SSA and SSIA",1,"Shan",1964,1970,3,3,"01-Jan-60",6,"01-Jan-60",6,"775","","775",3,22,98,250,1.1
"174.2",167001964,1670,0,"Burma","Burma","SSA and SSIA",1,"Shan",1964,1970,3,3,"01-Jan-60",6,"01-Jan-60",6,"775","","775",3,22,98,250,1.1
"174.3",167001964,1670,0,"Burma","Burma","SSA and SSIA",1,"Shan",1964,1970,3,3,"01-Jan-60",6,"01-Jan-60",6,"775","","775",3,22,98,250,1.1
"174.4",167001964,1670,0,"Burma","Burma","SSA and SSIA",1,"Shan",1964,1970,3,3,"01-Jan-60",6,"01-Jan-60",6,"775","","775",3,22,98,250,1.1
"174.5",167001964,1670,0,"Burma","Burma","SSA and SSIA",1,"Shan",1964,1970,3,3,"01-Jan-60",6,"01-Jan-60",6,"775","","775",3,22,98,250,1.1
"174.6",167001964,1670,0,"Burma","Burma","SSA and SSIA",1,"Shan",1964,1970,3,3,"01-Jan-60",6,"01-Jan-60",6,"775","","775",3,22,98,250,1.1
"175",167001976,1670,0,"Burma","Burma","SSNPLO, SSRA, MTA, and PSLO",1,"Shan",1976,1988,2,3,"01-Jan-60",6,"01-Jan-60",6,"775","","775",3,22,98,250,1.1
"175.1",167001976,1670,0,"Burma","Burma","SSNPLO, SSRA, MTA, and PSLO",1,"Shan",1976,1988,2,3,"01-Jan-60",6,"01-Jan-60",6,"775","","775",3,22,98,250,1.1
"175.2",167001976,1670,0,"Burma","Burma","SSNPLO, SSRA, MTA, and PSLO",1,"Shan",1976,1988,2,3,"01-Jan-60",6,"01-Jan-60",6,"775","","775",3,22,98,250,1.1
"175.3",167001976,1670,0,"Burma","Burma","SSNPLO, SSRA, MTA, and PSLO",1,"Shan",1976,1988,2,3,"01-Jan-60",6,"01-Jan-60",6,"775","","775",3,22,98,250,1.1
"175.4",167001976,1670,0,"Burma","Burma","SSNPLO, SSRA, MTA, and PSLO",1,"Shan",1976,1988,2,3,"01-Jan-60",6,"01-Jan-60",6,"775","","775",3,22,98,250,1.1
"175.5",167001976,1670,0,"Burma","Burma","SSNPLO, SSRA, MTA, and PSLO",1,"Shan",1976,1988,2,3,"01-Jan-60",6,"01-Jan-60",6,"775","","775",3,22,98,250,1.1
"175.6",167001976,1670,0,"Burma","Burma","SSNPLO, SSRA, MTA, and PSLO",1,"Shan",1976,1988,2,3,"01-Jan-60",6,"01-Jan-60",6,"775","","775",3,22,98,250,1.1
"175.7",167001976,1670,0,"Burma","Burma","SSNPLO, SSRA, MTA, and PSLO",1,"Shan",1976,1988,2,3,"01-Jan-60",6,"01-Jan-60",6,"775","","775",3,22,98,250,1.1
"175.8",167001976,1670,0,"Burma","Burma","SSNPLO, SSRA, MTA, and PSLO",1,"Shan",1976,1988,2,3,"01-Jan-60",6,"01-Jan-60",6,"775","","775",3,22,98,250,1.1
"175.9",167001976,1670,0,"Burma","Burma","SSNPLO, SSRA, MTA, and PSLO",1,"Shan",1976,1988,2,3,"01-Jan-60",6,"01-Jan-60",6,"775","","775",3,22,98,250,1.1
"175.10",167001976,1670,0,"Burma","Burma","SSNPLO, SSRA, MTA, and PSLO",1,"Shan",1976,1988,2,3,"01-Jan-60",6,"01-Jan-60",6,"775","","775",3,22,98,250,1.1
"175.11",167001976,1670,0,"Burma","Burma","SSNPLO, SSRA, MTA, and PSLO",1,"Shan",1976,1988,2,3,"01-Jan-60",6,"01-Jan-60",6,"775","","775",3,22,98,250,1.1
"175.12",167001976,1670,0,"Burma","Burma","SSNPLO, SSRA, MTA, and PSLO",1,"Shan",1976,1988,2,3,"01-Jan-60",6,"01-Jan-60",6,"775","","775",3,22,98,250,1.1
"176",167001994,1670,0,"Burma","Burma","MTA",1,"Shan",1994,1994,3,3,"01-Jan-85",6,"01-Jan-85",6,"775","","775",3,22,98,250,1.1
"177",167001995,1670,0,"Burma","Burma","MTA",1,"Shan",1995,1995,2,3,"01-Jan-85",6,"01-Jan-85",6,"775","","775",3,22,98,250,1.1
"178",167001997,1670,0,"Burma","Burma","SSA, SURA, SSNA",1,"Shan",1997,1999,2,3,"01-Jan-85",6,"01-Jan-85",6,"775","","775",3,22,98,300,1.1
"178.1",167001997,1670,0,"Burma","Burma","SSA, SURA, SSNA",1,"Shan",1997,1999,2,3,"01-Jan-85",6,"01-Jan-85",6,"775","","775",3,22,98,300,1.1
"178.2",167001997,1670,0,"Burma","Burma","SSA, SURA, SSNA",1,"Shan",1997,1999,2,3,"01-Jan-85",6,"01-Jan-85",6,"775","","775",3,22,98,300,1.1
"179",167002001,1670,0,"Burma","Burma","SSA, SURA, SSNA",1,"Shan",2001,2001,2,3,"01-Jan-85",6,"01-Jan-85",6,"775","","775",3,22,98,300,1.1
"180",168001960,1680,0,"Congo/Zaire","Congo/Zaire","Katanga",1,"Katanga",1960,1962,1,3,"01-Jul-60",4,"01-Jul-60",4,"490","","490",4,-9,26,400,1.1
"180.1",168001960,1680,0,"Congo/Zaire","Congo/Zaire","Katanga",1,"Katanga",1960,1962,1,3,"01-Jul-60",4,"01-Jul-60",4,"490","","490",4,-9,26,400,1.1
"180.2",168001960,1680,0,"Congo/Zaire","Congo/Zaire","Katanga",1,"Katanga",1960,1962,1,3,"01-Jul-60",4,"01-Jul-60",4,"490","","490",4,-9,26,400,1.1
"181",169001960,1690,0,"Congo/Zaire","Congo/Zaire","Independent Mining State of South Kasai",1,"South Kasai",1960,1962,1,3,"01-Aug-60",4,"01-Aug-60",4,"490","","490",4,-6,22,200,1.1
"181.1",169001960,1690,0,"Congo/Zaire","Congo/Zaire","Independent Mining State of South Kasai",1,"South Kasai",1960,1962,1,3,"01-Aug-60",4,"01-Aug-60",4,"490","","490",4,-6,22,200,1.1
"181.2",169001960,1690,0,"Congo/Zaire","Congo/Zaire","Independent Mining State of South Kasai",1,"South Kasai",1960,1962,1,3,"01-Aug-60",4,"01-Aug-60",4,"490","","490",4,-6,22,200,1.1
"182",170001960,1700,0,"Ethiopia","Ethiopia","Military faction",2,"",1960,1960,1,3,"14-Dec-60",2,"14-Dec-60",2,"530","","530",4,9.02,38.77,50,1.1
"183",170011976,1700,1,"Ethiopia","Ethiopia","EPRP, TPLF , EPDM,  OLF",2,"",1976,1991,3,3,"01-Jan-74",6,"01-Jan-76",11,"530","","530",4,13.5,39.5,150,1.1
"183.1",170011976,1700,1,"Ethiopia","Ethiopia","EPRP, TPLF , EPDM,  OLF",2,"",1976,1991,3,3,"01-Jan-74",6,"01-Jan-76",11,"530","","530",4,13.5,39.5,150,1.1
"183.2",170011976,1700,1,"Ethiopia","Ethiopia","EPRP, TPLF , EPDM,  OLF",2,"",1976,1991,3,3,"01-Jan-74",6,"01-Jan-76",11,"530","","530",4,13.5,39.5,150,1.1
"183.3",170011976,1700,1,"Ethiopia","Ethiopia","EPRP, TPLF , EPDM,  OLF",2,"",1976,1991,3,3,"01-Jan-74",6,"01-Jan-76",11,"530","","530",4,13.5,39.5,150,1.1
"183.4",170011976,1700,1,"Ethiopia","Ethiopia","EPRP, TPLF , EPDM,  OLF",2,"",1976,1991,3,3,"01-Jan-74",6,"01-Jan-76",11,"530","","530",4,13.5,39.5,150,1.1
"183.5",170011976,1700,1,"Ethiopia","Ethiopia","EPRP, TPLF , EPDM,  OLF",2,"",1976,1991,3,3,"01-Jan-74",6,"01-Jan-76",11,"530","","530",4,13.5,39.5,150,1.1
"183.6",170011976,1700,1,"Ethiopia","Ethiopia","EPRP, TPLF , EPDM,  OLF",2,"",1976,1991,3,3,"01-Jan-74",6,"01-Jan-76",11,"530","","530",4,13.5,39.5,150,1.1
"183.7",170011976,1700,1,"Ethiopia","Ethiopia","EPRP, TPLF , EPDM,  OLF",2,"",1976,1991,3,3,"01-Jan-74",6,"01-Jan-76",11,"530","","530",4,13.5,39.5,150,1.1
"183.8",170011976,1700,1,"Ethiopia","Ethiopia","EPRP, TPLF , EPDM,  OLF",2,"",1976,1991,3,3,"01-Jan-74",6,"01-Jan-76",11,"530","","530",4,13.5,39.5,150,1.1
"183.9",170011976,1700,1,"Ethiopia","Ethiopia","EPRP, TPLF , EPDM,  OLF",2,"",1976,1991,3,3,"01-Jan-74",6,"01-Jan-76",11,"530","","530",4,13.5,39.5,150,1.1
"183.10",170011976,1700,1,"Ethiopia","Ethiopia","EPRP, TPLF , EPDM,  OLF",2,"",1976,1991,3,3,"01-Jan-74",6,"01-Jan-76",11,"530","","530",4,13.5,39.5,150,1.1
"183.11",170011976,1700,1,"Ethiopia","Ethiopia","EPRP, TPLF , EPDM,  OLF",2,"",1976,1991,3,3,"01-Jan-74",6,"01-Jan-76",11,"530","","530",4,13.5,39.5,150,1.1
"183.12",170011976,1700,1,"Ethiopia","Ethiopia","EPRP, TPLF , EPDM,  OLF",2,"",1976,1991,3,3,"01-Jan-74",6,"01-Jan-76",11,"530","","530",4,13.5,39.5,150,1.1
"183.13",170011976,1700,1,"Ethiopia","Ethiopia","EPRP, TPLF , EPDM,  OLF",2,"",1976,1991,3,3,"01-Jan-74",6,"01-Jan-76",11,"530","","530",4,13.5,39.5,150,1.1
"183.14",170011976,1700,1,"Ethiopia","Ethiopia","EPRP, TPLF , EPDM,  OLF",2,"",1976,1991,3,3,"01-Jan-74",6,"01-Jan-76",11,"530","","530",4,13.5,39.5,150,1.1
"183.15",170011976,1700,1,"Ethiopia","Ethiopia","EPRP, TPLF , EPDM,  OLF",2,"",1976,1991,3,3,"01-Jan-74",6,"01-Jan-76",11,"530","","530",4,13.5,39.5,150,1.1
"184",171001960,1710,0,"Ethiopia - Somalia","Ethiopia","Somalia",1,"Ogaden",1960,1960,1,2,"01-Nov-64",3,"01-Nov-64",3,"530","520","530,520",4,7.5,45,300,1.1
"185",171001964,1710,0,"Ethiopia - Somalia","Ethiopia","Somalia",1,"Ogaden",1964,1964,1,2,"01-Nov-64",3,"01-Nov-64",3,"530","520","530,520",4,7.5,45,300,1.1
"186",171001973,1710,0,"Ethiopia - Somalia","Ethiopia","Somalia",1,"Ogaden",1973,1973,1,2,"01-Nov-64",3,"01-Nov-64",3,"530","520","530,520",4,7.5,45,300,1.1
"187",171001983,1710,0,"Ethiopia - Somalia","Ethiopia","Somalia",1,"Ogaden",1983,1983,1,2,"01-Nov-64",3,"01-Nov-64",3,"530","520","530,520",4,7.5,45,300,1.1
"188",171001987,1710,0,"Ethiopia - Somalia","Ethiopia","Somalia",1,"Ogaden",1987,1987,1,2,"01-Nov-64",3,"01-Nov-64",3,"530","520","530,520",4,7.5,45,300,1.1
"189",172001960,1720,0,"Nepal","Nepal","Nepali Congress",2,"",1960,1962,1,3,"01-Feb-60",4,"01-Feb-60",4,"790","","790",3,28,84.5,450,1.1
"189.1",172001960,1720,0,"Nepal","Nepal","Nepali Congress",2,"",1960,1962,1,3,"01-Feb-60",4,"01-Feb-60",4,"790","","790",3,28,84.5,450,1.1
"189.2",172001960,1720,0,"Nepal","Nepal","Nepali Congress",2,"",1960,1962,1,3,"01-Feb-60",4,"01-Feb-60",4,"790","","790",3,28,84.5,450,1.1
"190",172011997,1720,1,"Nepal","Nepal","CPN-M/UPF",2,"",1997,2000,1,3,"01-Feb-96",3,"01-Jan-97",11,"790","","790",3,29,82,200,1.1
"190.1",172011997,1720,1,"Nepal","Nepal","CPN-M/UPF",2,"",1997,2000,1,3,"01-Feb-96",3,"01-Jan-97",11,"790","","790",3,29,82,200,1.1
"190.2",172011997,1720,1,"Nepal","Nepal","CPN-M/UPF",2,"",1997,2000,1,3,"01-Feb-96",3,"01-Jan-97",11,"790","","790",3,29,82,200,1.1
"190.3",172011997,1720,1,"Nepal","Nepal","CPN-M/UPF",2,"",1997,2000,1,3,"01-Feb-96",3,"01-Jan-97",11,"790","","790",3,29,82,200,1.1
